case_id,source_case_id,stratum,prefix_depth,condition_id,question_policy,budget,questions_used,usage_mode,canonical_run_id,initial_predicted_domain,final_predicted_domain,initial_correct,final_correct,truth_retention,rescued_from_wrong,initial_entropy,final_entropy,mean_information_gain,mean_entropy_reduction_per_question,harmful_question_rate,question_trace
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,top-domain,0,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,top-domain,1,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,top-domain,2,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,top-domain,3,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,random,0,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,random,1,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,random,2,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,clean-gold,random,3,0,canonical-cnl,sample-aliquot__paraphrased_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,information-gain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,information-gain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,manuscript,0,0,1,0,1.634,1.398,0.978,0.236,0,package-dispatch:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,information-gain,2,2,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,sample,0,1,1,1,1.634,1.935,0.989,-0.151,0,package-dispatch:no | manuscript-review:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,information-gain,3,3,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,procurement,0,0,0,0,1.634,1.942,0.992,-0.103,0,package-dispatch:no | manuscript-review:no | sample-assay:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,top-domain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,top-domain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,top-domain,2,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,top-domain,3,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,random,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,random,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,random,2,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-noisy,random,3,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,information-gain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,information-gain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,information-gain,2,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,information-gain,3,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,top-domain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,top-domain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,top-domain,2,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,top-domain,3,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,random,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,random,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,manuscript,0,0,0,0,1.634,0.958,0.59,0.675,1,manuscript-review:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,random,2,2,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,package,0,0,0,0,1.634,0.711,0.774,0.461,1,manuscript-review:yes | package-tracking:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,2,masked-adversarial,random,3,3,canonical-cnl,sample-aliquot__paraphrased_masked_p2_rich,package,manuscript,0,0,0,0,1.634,0.959,0.753,0.225,0.667,manuscript-review:yes | package-tracking:yes | package-tracking:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,information-gain,0,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,information-gain,1,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,information-gain,2,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,information-gain,3,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,top-domain,0,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,top-domain,1,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,top-domain,2,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,top-domain,3,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,random,0,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,random,1,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,random,2,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,clean-gold,random,3,0,canonical-cnl,sample-aliquot__paraphrased_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,information-gain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,information-gain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,manuscript,0,0,1,0,1.634,1.398,0.978,0.236,0,package-dispatch:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,information-gain,2,2,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,sample,0,1,1,1,1.634,1.935,0.989,-0.151,0,package-dispatch:no | manuscript-review:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,information-gain,3,3,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,sample,0,1,1,1,1.634,0.641,0.992,0.331,0,package-dispatch:no | manuscript-review:no | sample-assay:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,top-domain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,top-domain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,top-domain,2,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,top-domain,3,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,random,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,random,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,manuscript,0,0,1,0,1.634,1.398,0.978,0.236,0,package-dispatch:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,random,2,2,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,manuscript,0,0,0,0,1.634,0.653,0.989,0.49,0.5,package-dispatch:no | manuscript-review:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-noisy,random,3,3,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,manuscript,0,0,1,0,1.634,1.7,0.877,-0.022,0.333,package-dispatch:no | manuscript-review:yes | manuscript-review:no
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,information-gain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,information-gain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,information-gain,2,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,information-gain,3,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,top-domain,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,top-domain,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,top-domain,2,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,top-domain,3,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,random,0,0,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,random,1,1,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,manuscript,0,0,0,0,1.634,0.958,0.59,0.675,1,manuscript-review:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,random,2,2,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,manuscript,0,0,0,0,1.634,0.647,0.774,0.493,1,manuscript-review:yes | manuscript-review:yes
sample-aliquot__paraphrased,sample-aliquot,paraphrased,3,masked-adversarial,random,3,3,canonical-cnl,sample-aliquot__paraphrased_masked_p3_rich,package,manuscript,0,0,0,0,1.634,0.981,0.732,0.218,0.667,manuscript-review:yes | manuscript-review:yes | package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,information-gain,0,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,information-gain,1,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,information-gain,2,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,information-gain,3,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,top-domain,0,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,top-domain,1,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,top-domain,2,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,top-domain,3,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,random,0,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,random,1,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,random,2,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,clean-gold,random,3,0,canonical-cnl,sample-aliquot__noisy_clean_p2_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,information-gain,0,0,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,information-gain,1,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,information-gain,2,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,information-gain,3,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,top-domain,0,0,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,top-domain,1,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,manuscript,0,0,1,0,1.634,1.398,0.978,0.236,0,package-dispatch:no
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,top-domain,2,2,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,sample,0,1,1,1,1.634,1.935,0.989,-0.151,0,package-dispatch:no | manuscript-review:no
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,top-domain,3,3,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,sample,0,1,1,1,1.634,0.641,0.992,0.331,0,package-dispatch:no | manuscript-review:no | sample-assay:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,random,0,0,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,random,1,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,1,0,1.634,1.24,0.556,0.393,0,procurement-approval:no
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,random,2,2,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,sample,0,1,1,1,1.634,0.972,0.6,0.331,0,procurement-approval:no | sample-assay:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-noisy,random,3,3,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,sample,0,1,1,1,1.634,0.636,0.724,0.333,0,procurement-approval:no | sample-assay:yes | sample-temperature:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,information-gain,0,0,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,information-gain,1,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,information-gain,2,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,information-gain,3,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,top-domain,0,0,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,top-domain,1,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,top-domain,2,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,top-domain,3,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,random,0,0,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,random,1,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,random,2,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,2,masked-adversarial,random,3,1,canonical-cnl,sample-aliquot__noisy_masked_p2_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,information-gain,0,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,information-gain,1,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,information-gain,2,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,information-gain,3,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,top-domain,0,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,top-domain,1,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,top-domain,2,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,top-domain,3,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,random,0,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,random,1,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,random,2,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,clean-gold,random,3,0,canonical-cnl,sample-aliquot__noisy_clean_p3_rich,sample,sample,1,1,1,0,0,0,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,information-gain,0,0,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,information-gain,1,1,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,information-gain,2,1,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,information-gain,3,1,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.978,1.634,1,package-dispatch:yes
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,top-domain,0,0,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,top-domain,1,1,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,manuscript,0,0,1,0,1.634,1.398,0.978,0.236,0,package-dispatch:no
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,top-domain,2,2,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,sample,0,1,1,1,1.634,1.935,0.989,-0.151,0,package-dispatch:no | manuscript-review:no
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,top-domain,3,3,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,sample,0,1,1,1,1.634,0.641,0.992,0.331,0,package-dispatch:no | manuscript-review:no | sample-assay:yes
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,random,0,0,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,1,0,1.634,1.634,0,0,0,
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,random,1,1,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,1,0,1.634,1.24,0.556,0.393,0,procurement-approval:no
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,random,2,2,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,1,0,1.634,0.715,0.6,0.459,0,procurement-approval:no | manuscript-revision:no
sample-aliquot__noisy,sample-aliquot,noisy,3,masked-noisy,random,3,3,canonical-cnl,sample-aliquot__noisy_masked_p3_rich,package,package,0,0,0,0,1.634,0,0.638,0.545,0.333,procurement-approval:no | manuscript-revision:no | sample-assay:no
